                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 15.904,                 9.7439,                 4.1379,                      0,                      0,                      0,                      0,                 13.688,                 25.505,                 3.5939,             0.00022848,             0.00022848,             0.00022848
                      2,                 15.741,                 7.9745,                 3.5885,                      0,                      0,                      0,                      0,                 13.634,                 24.715,                 3.3684,             0.00046257,             0.00046257,             0.00046257
                      3,                 15.575,                 6.6881,                 2.8469,                0.00211,                0.34591,                0.00155,                0.00057,                  13.54,                 15.479,                   2.93,              0.0006951,              0.0006951,              0.0006951
                      4,                 15.458,                 5.5868,                 2.3647,                0.01319,                0.87897,                0.06138,                 0.0239,                 13.496,                 57.053,                 2.4909,             0.00070693,             0.00070693,             0.00070693
                      5,                 15.399,                 4.6663,                 2.1493,                0.21598,                 0.3619,                0.19505,                0.07643,                 13.476,                 201.17,                 2.1371,             0.00070458,             0.00070458,             0.00070458
                      6,                  15.36,                 4.0856,                  1.985,                0.44319,                0.52362,                0.45443,                0.24646,                  13.41,                 67.551,                 1.8951,             0.00070222,             0.00070222,             0.00070222
                      7,                 15.342,                 3.7217,                 1.9225,                0.34709,                 0.3523,                0.29201,                0.13876,                 13.454,                 40.574,                 2.0859,             0.00069986,             0.00069986,             0.00069986
                      8,                 15.319,                 3.3834,                 1.8209,                0.59822,                0.68126,                0.66443,                0.35588,                 13.398,                 26.031,                 1.7963,             0.00069751,             0.00069751,             0.00069751
                      9,                 15.306,                 3.1168,                 1.7589,                0.58924,                 0.6686,                0.64492,                0.37965,                 13.368,                 74.361,                 1.6664,             0.00069515,             0.00069515,             0.00069515
                     10,                 15.305,                 3.1153,                 1.7477,                 0.5806,                0.62678,                0.64324,                 0.3248,                 13.423,                 27.462,                 1.9122,             0.00069279,             0.00069279,             0.00069279
                     11,                 15.299,                 2.9513,                 1.7282,                0.67662,                0.67082,                0.71169,                 0.4144,                 13.375,                 13.926,                 1.7067,             0.00069044,             0.00069044,             0.00069044
                     12,                 15.298,                 2.9076,                 1.6986,                0.53591,                0.74747,                0.68108,                0.41289,                 13.365,                 192.69,                 1.6445,             0.00068808,             0.00068808,             0.00068808
                     13,                 15.293,                 2.8481,                 1.7014,                0.67383,                0.66469,                0.71169,                0.40939,                 13.382,                 11.195,                  1.741,             0.00068573,             0.00068573,             0.00068573
                     14,                 15.286,                 2.7329,                  1.656,                0.70995,                0.74794,                0.78705,                0.48592,                 13.356,                 41.611,                 1.6018,             0.00068337,             0.00068337,             0.00068337
                     15,                 15.278,                 2.6189,                 1.6242,                0.72195,                0.76216,                0.77109,                0.49512,                 13.348,                  52.44,                 1.5617,             0.00068101,             0.00068101,             0.00068101
                     16,                 15.282,                 2.6593,                 1.6463,                0.70121,                0.69665,                0.75966,                0.47428,                 13.353,                 13.145,                 1.5984,             0.00067866,             0.00067866,             0.00067866
                     17,                 15.276,                 2.6073,                 1.6177,                0.63592,                0.77518,                0.77508,                0.44398,                 13.376,                 40.994,                 1.7274,              0.0006763,              0.0006763,              0.0006763
                     18,                 15.277,                 2.6211,                 1.6333,                0.75661,                0.67749,                0.77391,                0.47643,                 13.354,                 7.5492,                 1.6033,             0.00067394,             0.00067394,             0.00067394
                     19,                 15.277,                 2.5007,                 1.6026,                0.75674,                0.77737,                0.84251,                0.54171,                 13.342,                 35.153,                 1.5357,             0.00067159,             0.00067159,             0.00067159
                     20,                 15.261,                 2.3697,                 1.5515,                0.75488,                0.77679,                0.84148,                0.52262,                 13.349,                 126.86,                 1.5534,             0.00066923,             0.00066923,             0.00066923
                     21,                 15.264,                 2.3452,                 1.5594,                0.76602,                0.82713,                0.85952,                0.54249,                 13.347,                 21.645,                 1.5575,             0.00066688,             0.00066688,             0.00066688
