                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.2105,                 4.4498,                 4.1917,                      0,                      0,                      0,                      0,                 3.1772,                 4.3759,                 4.1589,              5.712e-05,              5.712e-05,              5.712e-05
                      2,                 4.0457,                 4.4267,                 4.1558,                      0,                      0,                      0,                      0,                 3.1674,                 4.3674,                   4.15,             0.00012098,             0.00012098,             0.00012098
                      3,                  4.083,                 4.3144,                 4.0704,                      0,                      0,                      0,                      0,                 3.1313,                 4.3437,                 4.1217,             0.00018441,             0.00018441,             0.00018441
                      4,                 3.7681,                 4.0638,                 3.9334,                      0,                      0,                      0,                      0,                 3.0655,                 4.3002,                 4.0678,             0.00024743,             0.00024743,             0.00024743
                      5,                 3.3598,                 3.8275,                 3.7191,                      0,                      0,                      0,                      0,                 2.9893,                 4.2557,                 3.9987,             0.00031001,             0.00031001,             0.00031001
                      6,                 2.9838,                 3.5203,                 3.4079,                      0,                      0,                      0,                      0,                  2.867,                 4.2092,                 3.9094,             0.00037218,             0.00037218,             0.00037218
                      7,                  2.759,                 3.1963,                 3.1166,                      0,                      0,                      0,                      0,                 2.7957,                 4.1937,                 3.8412,             0.00043391,             0.00043391,             0.00043391
                      8,                 2.5891,                 2.8121,                 2.7678,                0.00127,                0.24272,                0.00422,                0.00062,                 2.8697,                 4.3003,                 3.8493,             0.00049523,             0.00049523,             0.00049523
                      9,                 2.3061,                 2.5461,                 2.5209,                0.00281,                 0.3769,                 0.0154,                0.00253,                 2.9026,                 4.2567,                 3.8105,             0.00055612,             0.00055612,             0.00055612
                     10,                 2.1084,                  2.358,                 2.3252,                0.00281,                 0.3769,                 0.0154,                0.00253,                 3.5577,                 4.6062,                 4.2664,             0.00061659,             0.00061659,             0.00061659
                     11,                 1.9574,                  2.207,                 2.1552,                0.00351,                0.26449,                0.02578,                0.00408,                 3.5245,                 4.2958,                 4.0883,             0.00067663,             0.00067663,             0.00067663
                     12,                  1.827,                 2.0514,                 2.0152,                0.00351,                0.26449,                0.02578,                0.00408,                 3.4954,                  4.438,                 4.2182,             0.00068808,             0.00068808,             0.00068808
                     13,                  1.715,                 1.9161,                  1.916,                0.00351,                0.26449,                0.02578,                0.00408,                 3.5465,                 4.4052,                 4.2217,             0.00068573,             0.00068573,             0.00068573
                     14,                 1.6083,                  1.778,                 1.8296,                0.00448,                0.18569,                0.01911,                0.00422,                 3.4992,                 4.2483,                 4.0577,             0.00068337,             0.00068337,             0.00068337
                     15,                 1.5659,                 1.6726,                  1.779,                0.00039,                0.01519,                0.00168,                0.00046,                 3.4444,                 4.2917,                 4.0628,             0.00068101,             0.00068101,             0.00068101
                     16,                 1.5118,                 1.6144,                 1.7323,                0.18724,                0.03834,                0.05481,                0.01329,                 3.2814,                 3.5892,                 3.3345,             0.00067866,             0.00067866,             0.00067866
                     17,                 1.4865,                 1.5519,                 1.7013,                0.41194,                0.01317,                 0.0374,                0.01383,                 3.2896,                 4.0979,                 3.8357,              0.0006763,              0.0006763,              0.0006763
                     18,                 1.4486,                 1.4775,                 1.6754,                0.24631,                0.00577,                0.01781,                0.00656,                 3.4999,                 4.2008,                 3.9581,             0.00067394,             0.00067394,             0.00067394
                     19,                 1.4288,                 1.3991,                 1.6288,                0.46067,                0.01639,                0.04851,                0.01991,                  3.473,                  4.105,                 3.8752,             0.00067159,             0.00067159,             0.00067159
                     20,                 1.4445,                 1.3804,                 1.6261,                0.49079,                0.30373,                0.31309,                0.16546,                 1.9999,                  2.628,                 2.1928,             0.00066923,             0.00066923,             0.00066923
                     21,                 1.3904,                 1.3921,                 1.5899,                0.44211,                0.53693,                0.49156,                0.26539,                 1.6266,                 1.9689,                 1.7923,             0.00066688,             0.00066688,             0.00066688
                     22,                 1.3682,                 1.3404,                 1.5796,                0.50906,                0.46973,                0.44516,                0.25322,                 1.5335,                 2.0888,                 1.9119,             0.00066452,             0.00066452,             0.00066452
                     23,                 1.3427,                 1.2967,                 1.5399,                0.51121,                0.47291,                0.46266,                0.25161,                 1.6361,                 2.0036,                 1.9356,             0.00066216,             0.00066216,             0.00066216
                     24,                 1.3343,                 1.2941,                 1.5458,                0.62344,                0.73746,                0.72441,                0.45136,                 1.2115,                 1.4173,                 1.4949,             0.00065981,             0.00065981,             0.00065981
                     25,                 1.3242,                 1.2493,                 1.5243,                0.62239,                0.73712,                0.71473,                0.42821,                 1.2983,                 1.3742,                 1.5055,             0.00065745,             0.00065745,             0.00065745
                     26,                 1.3254,                 1.2455,                 1.5301,                0.69271,                0.74293,                0.76549,                0.48694,                 1.2427,                 1.2489,                 1.4735,             0.00065509,             0.00065509,             0.00065509
                     27,                 1.3187,                 1.2065,                 1.5095,                0.64207,                0.75253,                0.68636,                0.45147,                 1.1869,                  1.498,                 1.4523,             0.00065274,             0.00065274,             0.00065274
