                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.2129,                 4.3469,                 4.0895,                      0,                      0,                      0,                      0,                 2.6564,                 11.368,                 3.5892,             0.00022848,             0.00022848,             0.00022848
                      2,                  3.172,                 3.5904,                 3.5532,                      0,                      0,                      0,                      0,                 2.4702,                 9.3402,                 3.4699,             0.00046257,             0.00046257,             0.00046257
                      3,                 2.5634,                  2.966,                 2.8496,                      0,                      0,                      0,                      0,                 2.1304,                 5.6606,                 3.2508,              0.0006951,              0.0006951,              0.0006951
                      4,                 2.0674,                 2.5112,                 2.3476,                0.00799,                0.83417,                0.04221,                0.01707,                 1.8542,                 10.613,                 2.7818,             0.00070693,             0.00070693,             0.00070693
                      5,                 1.8205,                  2.155,                 2.1147,                0.26432,                0.24038,                0.21151,                0.10065,                  1.574,                  14.25,                 2.1908,             0.00070458,             0.00070458,             0.00070458
                      6,                 1.6376,                  1.903,                 1.9445,                0.28089,                0.41393,                0.27432,                0.13935,                 1.5095,                 35.526,                 2.0524,             0.00070222,             0.00070222,             0.00070222
                      7,                 1.5499,                 1.7372,                 1.8699,                0.39627,                0.43009,                0.37872,                0.19665,                 1.4617,                 51.725,                 1.9417,             0.00069986,             0.00069986,             0.00069986
                      8,                 1.4757,                 1.5596,                 1.7819,                 0.4135,                  0.487,                0.39834,                0.18731,                 1.5611,                 36.958,                 2.0246,             0.00069751,             0.00069751,             0.00069751
                      9,                  1.426,                 1.4583,                 1.7278,                0.46172,                0.48304,                0.43997,                0.21605,                 1.4921,                 61.694,                 1.9646,             0.00069515,             0.00069515,             0.00069515
                     10,                 1.4003,                  1.419,                 1.6976,                0.62311,                0.69905,                0.71284,                0.45045,                 1.1149,                 29.169,                 1.6058,             0.00069279,             0.00069279,             0.00069279
                     11,                 1.3863,                 1.3636,                 1.6887,                0.59238,                 0.6646,                0.67862,                0.42875,                 1.1123,                 15.936,                 1.6115,             0.00069044,             0.00069044,             0.00069044
                     12,                 1.3488,                 1.3249,                 1.6366,                 0.6996,                0.76229,                 0.7948,                0.49107,                 1.1242,                 18.733,                 1.5997,             0.00068808,             0.00068808,             0.00068808
                     13,                 1.3492,                  1.305,                 1.6566,                0.67473,                 0.6352,                 0.7131,                0.44649,                 1.1368,                 4.3154,                 1.6266,             0.00068573,             0.00068573,             0.00068573
                     14,                 1.3283,                 1.2444,                  1.623,                 0.5421,                0.70724,                0.63294,                0.33147,                  1.388,                 80.018,                  1.833,             0.00068337,             0.00068337,             0.00068337
                     15,                    1.3,                 1.2082,                 1.6014,                0.70254,                0.71058,                0.76317,                0.48559,                 1.0815,                 34.316,                 1.5675,             0.00068101,             0.00068101,             0.00068101
                     16,                 1.2759,                 1.1842,                 1.5929,                0.70117,                0.75048,                0.77771,                0.48848,                   1.11,                 4.4581,                 1.5996,             0.00067866,             0.00067866,             0.00067866
                     17,                 1.2649,                  1.178,                 1.5697,                0.61783,                0.75784,                0.76082,                0.52216,                0.96873,                 88.784,                 1.4531,              0.0006763,              0.0006763,              0.0006763
                     18,                 1.2508,                 1.1562,                 1.5701,                0.74286,                0.76817,                0.81733,                 0.5478,                 1.0147,                  30.97,                 1.4896,             0.00067394,             0.00067394,             0.00067394
                     19,                  1.263,                 1.1304,                   1.55,                 0.6909,                0.78849,                0.78601,                0.51858,                 1.0373,                   48.6,                 1.4997,             0.00067159,             0.00067159,             0.00067159
                     20,                 1.2127,                 1.0842,                 1.5187,                0.70221,                0.79855,                0.81171,                0.55495,                0.96041,                 53.076,                 1.4388,             0.00066923,             0.00066923,             0.00066923
                     21,                 1.2135,                 1.0668,                 1.5187,                0.77396,                 0.7709,                0.83488,                0.55536,                  1.008,                 9.5795,                 1.4812,             0.00066688,             0.00066688,             0.00066688
                     22,                  1.225,                 1.0866,                 1.5384,                0.68502,                0.72694,                0.75882,                0.50011,                  1.025,                 42.225,                 1.4895,             0.00066452,             0.00066452,             0.00066452
                     23,                 1.2235,                 1.0729,                 1.5202,                0.77204,                0.79957,                0.84998,                0.57559,                0.97561,                 22.603,                 1.4437,             0.00066216,             0.00066216,             0.00066216
                     24,                 1.1902,                 1.0486,                 1.5018,                0.69788,                0.79074,                0.80716,                0.53869,                0.99396,                 29.811,                  1.462,             0.00065981,             0.00065981,             0.00065981
                     25,                 1.2098,                 1.0277,                 1.5039,                0.72256,                0.81824,                0.84555,                0.57991,                0.96536,                 34.052,                 1.4261,             0.00065745,             0.00065745,             0.00065745
                     26,                  1.229,                  1.052,                 1.5328,                0.64968,                0.76983,                0.79295,                0.52235,                 1.0162,                 20.048,                 1.4765,             0.00065509,             0.00065509,             0.00065509
                     27,                 1.1707,                0.98846,                 1.4769,                0.79546,                0.80053,                0.85892,                0.60079,                0.93551,                 17.177,                 1.4064,             0.00065274,             0.00065274,             0.00065274
                     28,                 1.1948,                 1.0059,                  1.507,                0.80354,                0.83364,                0.88031,                0.59279,                0.97353,                  15.29,                 1.4307,             0.00065038,             0.00065038,             0.00065038
                     29,                 1.1794,                0.99339,                   1.51,                0.80258,                0.83049,                0.89082,                0.60816,                0.96454,                 11.786,                 1.4362,             0.00064803,             0.00064803,             0.00064803
                     30,                 1.1524,                0.98458,                 1.4695,                0.80084,                0.80299,                0.87346,                0.59981,                0.95386,                 6.0359,                 1.4189,             0.00064567,             0.00064567,             0.00064567
                     31,                 1.1597,                0.95034,                 1.4792,                 0.7932,                0.79837,                0.85907,                 0.5807,                0.99711,                 1.9172,                 1.4653,             0.00064331,             0.00064331,             0.00064331
                     32,                 1.1589,                0.96986,                 1.4665,                0.73738,                0.79709,                0.84698,                0.56241,                0.99779,                 24.675,                 1.4481,             0.00064096,             0.00064096,             0.00064096
                     33,                 1.1318,                0.93975,                 1.4521,                 0.8011,                0.80531,                0.86982,                0.59866,                 0.9373,                 22.458,                 1.4066,              0.0006386,              0.0006386,              0.0006386
                     34,                  1.142,                 0.9314,                   1.46,                0.76058,                0.84187,                0.85485,                 0.6006,                0.92336,                 45.686,                  1.394,             0.00063625,             0.00063625,             0.00063625
