                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  4.173,                 4.4507,                 4.1929,                      0,                      0,                      0,                      0,                 3.1769,                 4.3775,                 4.1565,              5.712e-05,              5.712e-05,              5.712e-05
                      2,                 4.0117,                 4.4171,                 4.1562,                      0,                      0,                      0,                      0,                 3.1728,                 4.3744,                 4.1468,             0.00012098,             0.00012098,             0.00012098
                      3,                 4.0624,                 4.3324,                 4.0914,                      0,                      0,                      0,                      0,                 3.1591,                 4.3565,                 4.1193,             0.00018441,             0.00018441,             0.00018441
                      4,                 3.7447,                 4.0997,                   3.94,                      0,                      0,                      0,                      0,                 3.1216,                 4.3221,                 4.0665,             0.00024743,             0.00024743,             0.00024743
                      5,                 3.2967,                  3.754,                  3.731,                      0,                      0,                      0,                      0,                 3.1422,                 4.3055,                 4.0245,             0.00031001,             0.00031001,             0.00031001
                      6,                 2.9418,                 3.3744,                 3.3867,                      0,                      0,                      0,                      0,                 3.0129,                 4.2039,                 3.9028,             0.00037218,             0.00037218,             0.00037218
                      7,                 2.7248,                 3.0685,                 3.0992,                      0,                      0,                      0,                      0,                 3.0842,                 4.2191,                 3.9379,             0.00043391,             0.00043391,             0.00043391
                      8,                 2.4986,                 2.7452,                 2.7562,                0.00116,                0.15627,                0.00074,                0.00013,                 2.7847,                 3.9285,                 3.7138,             0.00049523,             0.00049523,             0.00049523
                      9,                 2.1966,                 2.4657,                 2.4577,                0.00264,                0.36767,                0.00636,                0.00116,                 3.0365,                 4.0723,                 3.7635,             0.00055612,             0.00055612,             0.00055612
                     10,                 2.0267,                  2.254,                 2.2386,                0.26669,                 0.1494,                0.02104,                0.00317,                  3.729,                 4.1529,                 3.8269,             0.00061659,             0.00061659,             0.00061659
                     11,                 1.8691,                  2.108,                 2.0813,                0.50909,                0.07533,                0.00989,                0.00159,                 4.0129,                  4.369,                  3.745,             0.00067663,             0.00067663,             0.00067663
                     12,                 1.7559,                 1.9334,                 1.9505,                0.00239,                 0.3002,                0.00932,                0.00178,                 3.6455,                 4.1372,                 3.7916,             0.00068808,             0.00068808,             0.00068808
                     13,                 1.6537,                 1.8142,                 1.8536,                 0.0017,                0.23962,                0.00643,                0.00137,                 3.6297,                 4.2729,                 3.7341,             0.00068573,             0.00068573,             0.00068573
                     14,                 1.5709,                 1.6906,                  1.776,                0.00482,                0.37529,                0.01422,                0.00376,                  3.238,                  3.755,                 2.9296,             0.00068337,             0.00068337,             0.00068337
                     15,                 1.5413,                 1.6194,                 1.7367,                0.77058,                0.04448,                 0.0151,                0.00368,                 3.0145,                 3.9991,                 3.0189,             0.00068101,             0.00068101,             0.00068101
                     16,                 1.5006,                 1.5469,                 1.7003,                0.79589,                0.06288,                 0.0376,                0.01675,                 2.5659,                 3.8846,                 2.5298,             0.00067866,             0.00067866,             0.00067866
                     17,                 1.4894,                 1.5012,                 1.6825,                0.38241,                0.03767,                0.07295,                0.02721,                 2.4516,                 3.6138,                 2.6177,              0.0006763,              0.0006763,              0.0006763
                     18,                 1.4353,                  1.444,                 1.6519,                0.52889,                0.34164,                0.35773,                0.19333,                  1.698,                 2.5947,                 1.9386,             0.00067394,             0.00067394,             0.00067394
                     19,                 1.4323,                 1.3824,                 1.6109,                0.41018,                 0.4376,                0.37447,                0.18337,                 1.8305,                 2.2607,                 2.0395,             0.00067159,             0.00067159,             0.00067159
                     20,                 1.3889,                 1.3421,                 1.5846,                0.55323,                0.64168,                0.60907,                0.35792,                 1.3926,                 1.6736,                 1.6292,             0.00066923,             0.00066923,             0.00066923
                     21,                 1.3778,                 1.3555,                 1.5691,                0.59238,                0.55477,                0.59008,                0.35388,                 1.4752,                 1.9651,                 1.7333,             0.00066688,             0.00066688,             0.00066688
                     22,                 1.3359,                 1.2935,                 1.5445,                0.60713,                0.66641,                0.66708,                0.39466,                 1.3726,                 1.4669,                 1.5603,             0.00066452,             0.00066452,             0.00066452
                     23,                 1.3322,                 1.2593,                 1.5229,                 0.6433,                0.71958,                0.74434,                0.47207,                 1.2464,                 1.4399,                  1.536,             0.00066216,             0.00066216,             0.00066216
                     24,                 1.3136,                 1.2686,                  1.522,                0.67901,                0.71749,                0.76162,                0.47808,                 1.2619,                 1.3787,                 1.5145,             0.00065981,             0.00065981,             0.00065981
                     25,                 1.3183,                 1.2425,                 1.5112,                0.66989,                 0.7519,                0.76262,                0.48656,                  1.261,                 1.2193,                 1.4901,             0.00065745,             0.00065745,             0.00065745
                     26,                 1.3285,                 1.2164,                 1.5205,                0.61266,                0.66941,                0.69006,                0.40487,                 1.4206,                 1.4103,                 1.5968,             0.00065509,             0.00065509,             0.00065509
                     27,                 1.3017,                 1.1943,                 1.4909,                0.72859,                0.80113,                0.80109,                0.52937,                 1.1452,                 1.2052,                 1.3966,             0.00065274,             0.00065274,             0.00065274
                     28,                 1.2805,                 1.1799,                 1.4895,                0.70889,                0.75798,                0.78044,                 0.4874,                 1.2876,                 1.2862,                 1.5443,             0.00065038,             0.00065038,             0.00065038
                     29,                 1.2597,                 1.1946,                 1.4776,                0.74379,                 0.7811,                0.81965,                0.53145,                 1.1642,                 1.1086,                 1.4378,             0.00064803,             0.00064803,             0.00064803
