                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.2688,                 4.3854,                 4.1181,                      0,                      0,                      0,                      0,                 2.6629,                 11.368,                 3.6039,             0.00022848,             0.00022848,             0.00022848
                      2,                 3.3963,                 4.0457,                 3.7232,                      0,                      0,                      0,                      0,                 2.1281,                 10.854,                 3.3855,             0.00046257,             0.00046257,             0.00046257
                      3,                 2.9816,                 3.7432,                 3.2871,                0.00034,                0.04985,                 0.0002,                  5e-05,                  2.279,                 127.65,                 3.1172,              0.0006951,              0.0006951,              0.0006951
                      4,                 2.8038,                 3.5562,                 2.8733,                 0.0009,                0.25104,                 0.0008,                0.00032,                  2.041,                 111.23,                 2.6446,             0.00070693,             0.00070693,             0.00070693
                      5,                 2.7413,                 3.5153,                 2.7265,                 0.0003,                0.07846,                 0.0002,                  5e-05,                 2.1613,                 86.836,                 2.5792,             0.00070458,             0.00070458,             0.00070458
                      6,                 2.6274,                 3.4982,                  2.628,                0.00164,                0.27078,                0.00131,                0.00034,                  2.569,                 45.891,                 2.4894,             0.00070222,             0.00070222,             0.00070222
                      7,                 2.6204,                 3.5131,                 2.6045,                0.00142,                0.27498,                0.00186,                0.00056,                 2.5061,                 32.129,                 2.4076,             0.00069986,             0.00069986,             0.00069986
                      8,                 2.5272,                  3.519,                 2.5306,                 0.0004,                0.08295,                0.00025,                  7e-05,                 2.3194,                 68.599,                   2.44,             0.00069751,             0.00069751,             0.00069751
                      9,                 2.5438,                 3.5071,                 2.5069,                0.00321,                0.37918,                0.00399,                0.00095,                 2.7702,                 30.876,                 2.6872,             0.00069515,             0.00069515,             0.00069515
                     10,                 2.5333,                 3.5244,                 2.4899,                      0,                0.00074,                      0,                      0,                 4.0779,                 102.14,                 4.3703,             0.00069279,             0.00069279,             0.00069279
                     11,                 2.5378,                 3.5284,                 2.4774,                0.00051,                0.10194,                0.00032,                  9e-05,                 2.7896,                 95.315,                 2.8398,             0.00069044,             0.00069044,             0.00069044
                     12,                 2.5314,                 3.5066,                 2.4513,                0.00047,                 0.1217,                0.00036,                0.00011,                 2.2361,                 51.325,                 2.3546,             0.00068808,             0.00068808,             0.00068808
                     13,                 2.4872,                 3.5276,                 2.4555,                0.00145,                0.19625,                0.00108,                0.00033,                 2.2919,                 40.504,                 2.3888,             0.00068573,             0.00068573,             0.00068573
                     14,                 2.4703,                 3.5294,                 2.4365,                0.00145,                0.19625,                0.00108,                0.00033,                 3.2769,                 84.979,                 3.3109,             0.00068337,             0.00068337,             0.00068337
                     15,                 2.4612,                 3.5205,                 2.4346,                 0.0007,                0.16005,                0.00088,                0.00025,                 2.2842,                 33.997,                 2.3425,             0.00068101,             0.00068101,             0.00068101
                     16,                 2.4637,                 3.5413,                 2.4422,                0.00147,                0.06922,                0.00085,                0.00026,                 2.1132,                 44.468,                 2.3795,             0.00067866,             0.00067866,             0.00067866
                     17,                  2.439,                  3.543,                 2.4138,                  9e-05,                0.01385,                  5e-05,                  1e-05,                 2.1526,                 38.171,                 2.3707,              0.0006763,              0.0006763,              0.0006763
                     18,                 2.4488,                 3.5418,                 2.4405,                0.00025,                0.05744,                0.00016,                  4e-05,                 2.1129,                 40.876,                 2.3375,             0.00067394,             0.00067394,             0.00067394
                     19,                  2.503,                 3.5333,                 2.4462,                0.00033,                0.08659,                0.00023,                  5e-05,                 2.0429,                 23.324,                 2.2609,             0.00067159,             0.00067159,             0.00067159
                     20,                 2.4541,                 3.5244,                 2.4151,                  2e-05,                0.00518,                  1e-05,                      0,                 2.0943,                 74.307,                 2.2907,             0.00066923,             0.00066923,             0.00066923
                     21,                 2.4428,                 3.5365,                 2.4009,                  2e-05,                0.00227,                  1e-05,                      0,                 2.1812,                 32.961,                 2.2887,             0.00066688,             0.00066688,             0.00066688
                     22,                 2.4445,                 3.5494,                 2.4125,                0.00191,                0.20113,                0.00124,                0.00033,                  2.238,                  39.23,                 2.4482,             0.00066452,             0.00066452,             0.00066452
                     23,                 2.4254,                 3.5163,                 2.3894,                0.00055,                0.13461,                0.00037,                 0.0001,                 2.0452,                  57.83,                 2.2678,             0.00066216,             0.00066216,             0.00066216
                     24,                 2.3395,                 3.3331,                 2.3849,                0.00026,                0.03153,                0.00016,                  3e-05,                 4.3856,                  108.1,                 4.7945,             0.00065981,             0.00065981,             0.00065981
                     25,                 2.1333,                 2.9894,                 2.2315,                0.00727,                0.97459,                0.09696,                0.04404,                 1.5462,                  28.89,                 1.9531,             0.00065745,             0.00065745,             0.00065745
                     26,                 1.8586,                 2.6438,                 2.0383,                 0.3183,                0.02349,                0.01176,                0.00419,                 2.5472,                 18.398,                 2.5334,             0.00065509,             0.00065509,             0.00065509
                     27,                 1.6916,                  2.367,                 1.8907,                0.24074,                0.24041,                0.21473,                0.12446,                 1.3711,                 17.793,                  1.808,             0.00065274,             0.00065274,             0.00065274
                     28,                 1.6357,                 2.2875,                 1.8616,                0.30668,                0.20957,                0.23862,                0.13519,                 1.3087,                 11.351,                 1.7692,             0.00065038,             0.00065038,             0.00065038
                     29,                 1.5547,                 2.1574,                 1.8207,                0.29976,                0.53873,                0.35555,                0.22258,                 1.1498,                  51.14,                 1.6352,             0.00064803,             0.00064803,             0.00064803
                     30,                 1.4748,                 1.9964,                 1.7342,                0.36609,                0.55985,                0.42998,                0.26533,                 1.1802,                 16.387,                 1.6641,             0.00064567,             0.00064567,             0.00064567
                     31,                 1.4303,                 1.8286,                 1.7075,                0.38084,                0.50498,                0.46447,                0.28906,                 1.1476,                 52.089,                  1.616,             0.00064331,             0.00064331,             0.00064331
                     32,                 1.3989,                 1.7111,                 1.6593,                  0.411,                0.62159,                0.51486,                0.33647,                 1.0503,                 56.735,                  1.544,             0.00064096,             0.00064096,             0.00064096
                     33,                 1.3748,                 1.6072,                  1.642,                0.47506,                0.60373,                  0.572,                0.36327,                  1.086,                 64.788,                 1.5848,              0.0006386,              0.0006386,              0.0006386
                     34,                 1.3463,                 1.5032,                 1.6209,                0.50967,                0.64065,                0.56901,                0.35272,                 1.1299,                 31.023,                 1.6004,             0.00063625,             0.00063625,             0.00063625
                     35,                 1.3172,                 1.4453,                 1.6157,                 0.5431,                0.74496,                0.67504,                0.44266,                 1.0069,                 48.888,                 1.4854,             0.00063389,             0.00063389,             0.00063389
