                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.2077,                 4.4841,                 4.1922,                      0,                      0,                      0,                      0,                 3.1761,                 4.3755,                 4.1589,              5.712e-05,              5.712e-05,              5.712e-05
                      2,                 4.0578,                 4.4519,                 4.1602,                      0,                      0,                      0,                      0,                 3.1711,                 4.3716,                 4.1531,             0.00012098,             0.00012098,             0.00012098
                      3,                 4.1427,                 4.3411,                 4.0755,                      0,                      0,                      0,                      0,                 3.1526,                 4.3512,                 4.1334,             0.00018441,             0.00018441,             0.00018441
                      4,                 3.8423,                 4.1419,                 3.9417,                      0,                      0,                      0,                      0,                 3.1111,                 4.3171,                 4.0958,             0.00024743,             0.00024743,             0.00024743
                      5,                 3.2839,                 3.8858,                 3.7882,                      0,                      0,                      0,                      0,                 3.0647,                 4.2726,                 4.0452,             0.00031001,             0.00031001,             0.00031001
                      6,                 2.8913,                 3.5802,                 3.4544,                0.00014,                0.02013,                  8e-05,                  1e-05,                 3.0261,                 4.2203,                 3.9854,             0.00037218,             0.00037218,             0.00037218
                      7,                 2.6862,                  3.185,                 3.1388,                0.00014,                0.02013,                  8e-05,                  1e-05,                 2.9904,                 4.2367,                 3.9657,             0.00043391,             0.00043391,             0.00043391
                      8,                 2.4882,                 2.8203,                 2.7532,                0.00025,                0.01057,                0.00013,                  2e-05,                 2.9441,                 4.2411,                 3.9599,             0.00049523,             0.00049523,             0.00049523
                      9,                  2.189,                  2.513,                 2.4776,                0.00171,                0.36024,                 0.0044,                0.00095,                 3.0634,                 3.9637,                 3.6198,             0.00055612,             0.00055612,             0.00055612
                     10,                  2.025,                 2.3583,                 2.2888,                0.00238,                0.34246,                0.01101,                0.00192,                 3.5268,                 4.1436,                 3.8232,             0.00061659,             0.00061659,             0.00061659
                     11,                 1.8705,                 2.1955,                 2.1167,                0.00628,                  0.445,                 0.0375,                 0.0076,                 3.3507,                 4.1711,                 3.7612,             0.00067663,             0.00067663,             0.00067663
                     12,                 1.7822,                 2.0447,                 1.9839,                0.77856,                0.07618,                0.02673,                0.00467,                 3.4105,                 3.9098,                 3.6555,             0.00068808,             0.00068808,             0.00068808
                     13,                  1.682,                 1.9032,                 1.8961,                0.00633,                0.27686,                0.01161,                0.00402,                 2.9225,                 4.1779,                 3.8442,             0.00068573,             0.00068573,             0.00068573
                     14,                 1.6111,                 1.7758,                 1.8267,                0.00752,                0.54081,                0.05408,                0.01117,                 3.1012,                  3.888,                 3.5303,             0.00068337,             0.00068337,             0.00068337
                     15,                 1.5444,                 1.6878,                 1.7655,                0.01133,                0.63498,                0.07482,                0.02502,                 2.8587,                 3.6604,                 3.1109,             0.00068101,             0.00068101,             0.00068101
                     16,                 1.5026,                 1.5998,                 1.7258,                0.25594,                 0.0647,                0.10616,                0.04322,                  2.347,                 3.4009,                 2.6313,             0.00067866,             0.00067866,             0.00067866
                     17,                 1.5026,                  1.552,                 1.7052,                0.26736,                0.25372,                 0.2112,                0.10667,                 1.7827,                 2.5984,                 2.1999,              0.0006763,              0.0006763,              0.0006763
