                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.1652,                 4.3264,                  4.074,                      0,                      0,                      0,                      0,                 2.6752,                  11.36,                  3.599,             0.00022848,             0.00022848,             0.00022848
                      2,                 3.0683,                 3.5117,                 3.4622,                      0,                      0,                      0,                      0,                  2.501,                 11.315,                  3.512,             0.00046257,             0.00046257,             0.00046257
                      3,                 2.4983,                 2.9714,                 2.7738,                      0,                      0,                      0,                      0,                 2.4401,                 10.641,                 3.4674,              0.0006951,              0.0006951,              0.0006951
                      4,                 1.9985,                  2.526,                 2.2791,                0.00825,                0.69216,                0.05316,                0.02392,                 2.0806,                 6.5518,                  2.845,             0.00070693,             0.00070693,             0.00070693
                      5,                 1.7511,                 2.2062,                 2.0596,                0.18311,                 0.3222,                0.15582,                 0.0819,                 1.5292,                 54.449,                 2.1039,             0.00070458,             0.00070458,             0.00070458
                      6,                 1.5948,                 2.0366,                 1.9135,                0.35336,                0.49339,                0.34483,                0.20887,                 1.2316,                 44.564,                  1.764,             0.00070222,             0.00070222,             0.00070222
                      7,                 1.5425,                 1.9075,                 1.8626,                0.35333,                0.58069,                0.44615,                0.29023,                 1.1269,                 24.935,                 1.6397,             0.00069986,             0.00069986,             0.00069986
                      8,                 1.4887,                  1.821,                 1.8025,                0.28395,                0.48345,                0.37502,                0.22935,                 1.2725,                 82.036,                 1.7667,             0.00069751,             0.00069751,             0.00069751
                      9,                 1.4121,                 1.6899,                 1.7241,                0.43885,                0.59389,                0.51033,                0.32905,                 1.0992,                  25.25,                 1.5977,             0.00069515,             0.00069515,             0.00069515
                     10,                 1.4055,                 1.6047,                 1.7004,                0.51822,                0.65907,                0.59802,                0.37274,                 1.1249,                 26.468,                 1.6378,             0.00069279,             0.00069279,             0.00069279
