                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.2131,                 4.4973,                 4.2335,                      0,                      0,                      0,                      0,                  3.181,                 4.3733,                 4.1602,              5.712e-05,              5.712e-05,              5.712e-05
                      2,                 4.0619,                 4.4737,                 4.2068,                      0,                      0,                      0,                      0,                 3.1713,                 4.3665,                 4.1562,             0.00012098,             0.00012098,             0.00012098
                      3,                 4.1294,                 4.4136,                 4.1414,                      0,                      0,                      0,                      0,                 3.1622,                 4.3556,                 4.1425,             0.00018441,             0.00018441,             0.00018441
                      4,                 3.8171,                 4.2121,                  4.018,                      0,                      0,                      0,                      0,                 3.1388,                  4.336,                 4.1152,             0.00024743,             0.00024743,             0.00024743
                      5,                 3.4547,                 3.9632,                 3.8111,                      0,                      0,                      0,                      0,                 3.1409,                 4.3142,                 4.0812,             0.00031001,             0.00031001,             0.00031001
                      6,                 3.0388,                  3.671,                 3.4873,                0.00018,                0.02754,                 0.0001,                  2e-05,                 3.2052,                 4.3427,                 4.0602,             0.00037218,             0.00037218,             0.00037218
                      7,                 2.8041,                 3.3403,                 3.2218,                0.00018,                0.02754,                 0.0001,                  2e-05,                 3.1373,                 4.3589,                 4.0216,             0.00043391,             0.00043391,             0.00043391
                      8,                 2.6159,                   3.06,                 2.9058,                0.00028,                0.10487,                0.00021,                  4e-05,                 3.0818,                 4.3174,                 3.9729,             0.00049523,             0.00049523,             0.00049523
                      9,                 2.4429,                 2.7457,                 2.6619,                0.00038,                 0.0625,                0.00025,                  5e-05,                 2.7114,                 4.1854,                 3.8588,             0.00055612,             0.00055612,             0.00055612
                     10,                 2.2966,                 2.5791,                 2.5031,                0.00169,                0.10194,                0.00103,                 0.0004,                  2.289,                 3.9469,                 3.8204,             0.00061659,             0.00061659,             0.00061659
                     11,                 2.1403,                 2.4356,                 2.3166,                0.00125,                0.08809,                0.00074,                0.00023,                 2.2295,                 3.9678,                 3.8846,             0.00067663,             0.00067663,             0.00067663
                     12,                 2.0205,                 2.2651,                 2.1609,                0.00151,                0.12794,                0.00215,                0.00058,                 2.3429,                  4.033,                 3.8039,             0.00068808,             0.00068808,             0.00068808
                     13,                 1.8612,                 2.1572,                 2.0391,                0.00501,                0.34614,                  0.014,                  0.003,                 2.3311,                  3.895,                 3.7713,             0.00068573,             0.00068573,             0.00068573
                     14,                 1.7305,                 1.9975,                 1.9332,                0.00086,                0.07324,                0.00132,                0.00024,                 2.4113,                 4.1661,                 3.9534,             0.00068337,             0.00068337,             0.00068337
                     15,                 1.6526,                 1.8849,                 1.8638,                 0.0049,                0.49954,                0.02851,                0.00544,                 3.0349,                 3.4931,                 3.4904,             0.00068101,             0.00068101,             0.00068101
                     16,                 1.6153,                 1.8377,                 1.8293,                0.60175,                0.02893,                0.03238,                0.01184,                 2.5317,                 3.4749,                 3.2247,             0.00067866,             0.00067866,             0.00067866
                     17,                 1.5993,                 1.7574,                 1.7887,                0.44796,                 0.0975,                0.16386,                0.07623,                 2.0979,                  3.067,                 2.6256,              0.0006763,              0.0006763,              0.0006763
                     18,                 1.5199,                 1.6804,                 1.7462,                0.30622,                0.27925,                0.22658,                0.10772,                 1.9179,                 2.5304,                 2.1629,             0.00067394,             0.00067394,             0.00067394
