                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.2211,                 4.4591,                 4.2135,                      0,                      0,                      0,                      0,                 3.1772,                 4.3772,                   4.16,              5.712e-05,              5.712e-05,              5.712e-05
                      2,                 4.0584,                 4.4212,                 4.1715,                      0,                      0,                      0,                      0,                 3.1594,                 4.3714,                 4.1537,             0.00012098,             0.00012098,             0.00012098
                      3,                 4.0959,                 4.2882,                 4.0671,                      0,                      0,                      0,                      0,                 3.0988,                 4.3387,                 4.1278,             0.00018441,             0.00018441,             0.00018441
                      4,                 3.8111,                 4.0019,                 3.9205,                      0,                      0,                      0,                      0,                 2.9695,                 4.2861,                 4.0742,             0.00024743,             0.00024743,             0.00024743
                      5,                 3.3497,                 3.7405,                 3.7834,                      0,                      0,                      0,                      0,                 2.8083,                 4.1962,                 3.9976,             0.00031001,             0.00031001,             0.00031001
                      6,                 2.9143,                 3.3897,                 3.5099,                      0,                      0,                      0,                      0,                 2.7146,                 4.1712,                 3.9296,             0.00037218,             0.00037218,             0.00037218
                      7,                 2.6714,                 3.0574,                 3.2073,                      0,                      0,                      0,                      0,                 2.6656,                 4.1595,                 3.8968,             0.00043391,             0.00043391,             0.00043391
                      8,                 2.4965,                 2.7937,                 2.8774,                 0.0006,                0.04165,                0.00032,                  7e-05,                 2.5241,                 4.0363,                 3.8547,             0.00049523,             0.00049523,             0.00049523
                      9,                 2.2628,                 2.5834,                  2.647,                0.00239,                0.40901,                0.00199,                0.00052,                 2.4277,                 3.9355,                 3.7717,             0.00055612,             0.00055612,             0.00055612
                     10,                 2.1078,                 2.4208,                 2.4678,                0.00244,                0.43343,                0.00454,                0.00087,                 2.4396,                 4.0657,                 3.6858,             0.00061659,             0.00061659,             0.00061659
                     11,                 1.9672,                 2.2786,                 2.2986,                 0.0026,                0.43013,                0.00524,                0.00098,                 2.6879,                 4.0408,                 3.8465,             0.00067663,             0.00067663,             0.00067663
                     12,                 1.8541,                 2.0953,                 2.1335,                0.00662,                0.62632,                0.03739,                0.00949,                 2.8744,                 3.8534,                 3.4657,             0.00068808,             0.00068808,             0.00068808
                     13,                  1.715,                 1.9525,                 1.9965,                 0.3434,                0.24313,                0.07752,                0.02068,                  3.157,                 3.1425,                  2.714,             0.00068573,             0.00068573,             0.00068573
                     14,                 1.6603,                 1.8127,                 1.9366,                 0.5449,                0.31231,                0.06313,                0.01619,                 3.1429,                 3.3403,                  2.888,             0.00068337,             0.00068337,             0.00068337
                     15,                 1.5973,                 1.6921,                 1.8767,                0.27137,                0.20106,                 0.0923,                0.02923,                 2.8676,                 3.2539,                 2.8043,             0.00068101,             0.00068101,             0.00068101
                     16,                 1.5439,                 1.6275,                 1.8219,                0.34483,                0.10257,                0.07228,                0.02831,                 2.4066,                 3.4011,                 2.4734,             0.00067866,             0.00067866,             0.00067866
                     17,                 1.5134,                 1.5464,                 1.7758,                0.42333,                0.05555,                 0.0856,                0.03791,                 2.5448,                 3.6532,                 2.7862,              0.0006763,              0.0006763,              0.0006763
                     18,                 1.4724,                 1.4768,                 1.7521,                0.33965,                0.09622,                0.15889,                0.05195,                 2.6802,                 3.0561,                 2.8301,             0.00067394,             0.00067394,             0.00067394
                     19,                 1.4476,                 1.4115,                 1.6863,                0.25495,                 0.2563,                0.16142,                 0.0531,                 2.6317,                 2.8397,                 2.6328,             0.00067159,             0.00067159,             0.00067159
                     20,                 1.4486,                 1.3887,                  1.668,                0.43197,                0.52805,                0.40629,                0.18985,                 1.7222,                 2.1073,                 1.9521,             0.00066923,             0.00066923,             0.00066923
                     21,                 1.4187,                 1.3911,                  1.647,                0.51351,                0.62805,                0.54137,                0.26226,                  1.623,                 1.8468,                 1.8594,             0.00066688,             0.00066688,             0.00066688
                     22,                 1.3787,                 1.3153,                 1.6188,                0.58763,                0.62677,                0.62915,                0.38673,                 1.2938,                  1.734,                 1.6594,             0.00066452,             0.00066452,             0.00066452
                     23,                 1.3618,                   1.29,                 1.5823,                0.58148,                 0.6914,                0.63633,                 0.3884,                  1.279,                 1.5605,                 1.6678,             0.00066216,             0.00066216,             0.00066216
                     24,                 1.3322,                 1.2943,                 1.5711,                0.60737,                0.65636,                 0.6604,                0.37913,                 1.4628,                 1.4844,                  1.737,             0.00065981,             0.00065981,             0.00065981
                     25,                 1.3442,                 1.2688,                 1.5714,                0.51709,                0.75078,                0.59966,                0.37078,                 1.2545,                 1.4621,                 1.5764,             0.00065745,             0.00065745,             0.00065745
                     26,                 1.3657,                 1.2644,                 1.5821,                0.60451,                 0.7544,                 0.6866,                0.42809,                 1.2929,                 1.3079,                 1.5962,             0.00065509,             0.00065509,             0.00065509
