                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1493,                 9.8153,                 4.1447,                      0,                      0,                      0,                      0,                 1.7446,                 25.542,                 3.5945,             0.00022848,             0.00022848,             0.00022848
                      2,                  2.171,                  8.128,                 3.6253,                      0,                      0,                      0,                      0,                 1.6473,                 25.601,                 3.5063,             0.00046257,             0.00046257,             0.00046257
                      3,                  1.651,                 6.6974,                 2.8753,                0.00025,                0.01417,                0.00013,                  5e-05,                 1.2566,                 10.997,                 3.1793,              0.0006951,              0.0006951,              0.0006951
                      4,                 1.3471,                 5.6308,                 2.3972,                0.00736,                0.58124,                0.02389,                 0.0074,                 1.1855,                 9.4496,                 2.9404,             0.00070693,             0.00070693,             0.00070693
                      5,                 1.1623,                 4.6578,                 2.1708,                0.24895,                0.39103,                0.21102,                0.10092,                0.92431,                 77.721,                 2.1455,             0.00070458,             0.00070458,             0.00070458
                      6,                  1.012,                 3.9886,                 1.9913,                0.45769,                 0.5178,                0.46234,                 0.2524,                0.84202,                 37.452,                 1.9493,             0.00070222,             0.00070222,             0.00070222
                      7,                0.95759,                 3.6649,                 1.9224,                0.48592,                0.55197,                0.54005,                0.30843,                0.73472,                  33.24,                 1.8047,             0.00069986,             0.00069986,             0.00069986
                      8,                0.89378,                 3.3925,                 1.8235,                0.51556,                0.53671,                0.51416,                0.23319,                0.95629,                 69.277,                 2.1352,             0.00069751,             0.00069751,             0.00069751
                      9,                0.85851,                 3.1522,                 1.7679,                0.51032,                0.62048,                0.56752,                0.32502,                 0.7344,                 107.61,                 1.7684,             0.00069515,             0.00069515,             0.00069515
                     10,                0.83269,                 3.0478,                 1.7278,                0.63029,                 0.6859,                0.68862,                0.42178,                0.63956,                 39.274,                 1.6631,             0.00069279,             0.00069279,             0.00069279
                     11,                0.82938,                 2.9484,                 1.7235,                0.61679,                 0.6543,                0.65442,                0.39612,                0.64341,                 31.759,                 1.6597,             0.00069044,             0.00069044,             0.00069044
                     12,                0.81366,                 2.9294,                 1.6805,                0.55305,                0.70935,                0.64938,                0.34331,                  0.765,                 165.94,                 1.8253,             0.00068808,             0.00068808,             0.00068808
                     13,                0.82636,                 2.9167,                 1.7148,                0.68116,                0.63909,                0.69976,                0.40922,                0.68348,                 13.834,                 1.7142,             0.00068573,             0.00068573,             0.00068573
                     14,                0.79825,                 2.7594,                 1.6639,                0.72471,                 0.7645,                0.80126,                0.49024,                0.62956,                 68.836,                   1.61,             0.00068337,             0.00068337,             0.00068337
                     15,                0.76204,                 2.6361,                 1.6181,                0.72452,                0.80265,                0.82413,                 0.5387,                0.58507,                 102.65,                 1.5299,             0.00068101,             0.00068101,             0.00068101
                     16,                0.76548,                 2.6507,                 1.6334,                0.77608,                0.74869,                0.81821,                0.48495,                0.63649,                 31.236,                 1.6045,             0.00067866,             0.00067866,             0.00067866
                     17,                0.74783,                  2.585,                 1.6024,                0.75909,                0.80072,                0.86535,                0.54741,                0.59297,                 46.574,                 1.5463,              0.0006763,              0.0006763,              0.0006763
                     18,                0.74038,                 2.6048,                 1.6069,                0.74216,                0.84136,                0.85334,                0.55049,                 0.5793,                 81.941,                 1.5164,             0.00067394,             0.00067394,             0.00067394
                     19,                0.75607,                 2.5014,                 1.5927,                0.66699,                0.76894,                0.78082,                0.46394,                0.67108,                 86.176,                 1.6323,             0.00067159,             0.00067159,             0.00067159
                     20,                0.70576,                 2.3692,                 1.5431,                0.75381,                0.82887,                0.87834,                0.56809,                0.57813,                 54.673,                 1.5096,             0.00066923,             0.00066923,             0.00066923
                     21,                0.71645,                 2.3475,                 1.5527,                 0.7931,                0.84764,                0.87929,                0.58066,                0.56015,                 11.772,                 1.4931,             0.00066688,             0.00066688,             0.00066688
