                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.0885,                 9.6697,                 4.1387,                      0,                      0,                      0,                      0,                 1.7923,                 25.582,                 3.6092,             0.00022848,             0.00022848,             0.00022848
                      2,                 2.2965,                 8.0669,                 3.6086,                      0,                      0,                      0,                      0,                  1.591,                 22.732,                 3.3622,             0.00046257,             0.00046257,             0.00046257
                      3,                 1.6641,                 6.2973,                 2.7998,                0.00274,                0.30337,                0.00312,                0.00058,                 2.3665,                 13.724,                 3.4411,              0.0006951,              0.0006951,              0.0006951
                      4,                 1.2437,                 4.8925,                 2.2583,                0.00601,                0.39863,                0.01509,                0.00298,                 2.1858,                 9.1884,                 3.2563,             0.00070693,             0.00070693,             0.00070693
                      5,                 1.0458,                 4.0401,                 2.0318,                 0.0477,                0.49805,                0.09464,                0.02548,                 1.7381,                 8.5223,                 3.0477,             0.00070458,             0.00070458,             0.00070458
                      6,                0.94866,                 3.5775,                 1.8938,                0.58736,                0.20556,                  0.343,                0.18522,                 1.0871,                  6.795,                 2.3847,             0.00070222,             0.00070222,             0.00070222
                      7,                0.89233,                 3.3707,                  1.827,                0.55668,                 0.4016,                0.44461,                0.25999,                0.76668,                 6.9015,                 1.9401,             0.00069986,             0.00069986,             0.00069986
                      8,                0.85684,                 3.1908,                 1.7699,                 0.5347,                0.54641,                0.55164,                0.32906,                0.69459,                 11.724,                 1.7613,             0.00069751,             0.00069751,             0.00069751
                      9,                0.81413,                  2.959,                 1.7039,                0.67501,                0.66568,                0.71422,                0.42812,                0.68735,                  18.98,                 1.7314,             0.00069515,             0.00069515,             0.00069515
                     10,                0.80186,                 2.9405,                 1.6803,                0.69641,                0.78835,                0.81551,                0.51243,                  0.601,                 56.721,                 1.5713,             0.00069279,             0.00069279,             0.00069279
                     11,                0.78906,                 2.8458,                 1.6648,                0.71817,                0.71854,                0.77392,                 0.4663,                0.65173,                  13.15,                 1.6649,             0.00069044,             0.00069044,             0.00069044
                     12,                0.77711,                 2.7459,                 1.6273,                0.70838,                0.77144,                0.79958,                0.50167,                0.61077,                 19.539,                 1.5744,             0.00068808,             0.00068808,             0.00068808
